stop_id,stop_code,Stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3052,3052,California St & Vine St Fs/Sb,,37.966509,-121.288186,,,,,,0
3053,3053,California St & Magnolia St Fs/Sb,,37.96413,-121.287536,,,,,,0
3055,3055,California St & Flora St Ns/Sb,,37.96174,-121.28694,,,,,,0
3056,3056,California St & Oak St Ns/Sb,,37.959751,-121.286362,,,,,,0
3057,3057,California St & Fremont St Ns/Sb,,37.958734,-121.286048,,,,,,0
3058,3058,San Joaquin St & Weber Av Fs/Sb,,37.954169,-121.287476,,,,,,0
3059,3059,San Joaquin St & Market St Fs/Sb,,37.95191,-121.286955,,,,,,0
3060,3060,Lever Blvd & 8th St Fs/Sb,,37.925888,-121.297527,,,,,,0
3061,3061,Chicago Av &  Colorado Av Fs/ Eb,,37.922993,-121.297603,,,,,,0
3065,3065,Freedom Rd & Matthews Rd Sb,,37.882855,-121.281989,,,,,,0
3066,3066,Mathews Rd & Bright Rd Fs/Wb,,37.882518,-121.29206,,,,,,0
3067,3067,Mathews Rd & Endow Rd Fs/Wb,,37.882563,-121.294547,,,,,,0
3068,3068,Mathews Rd & Freedom Rd Fs/Eb,,37.882201,-121.282094,,,,,,0
3070,3070,Carolyn Weston & Manthey Fs/Eb,,37.912285,-121.294598,,,,,,0
3072,3072,California St & Arcade St Fs/Nb,,37.978222,-121.292166,,,,,,0
7030,7030,Essex St & El Dorado St Fs Eb,,37.98721,-121.30183,,,,,,0
3105,3105,Essex St & Sutter St Ns/Eb,,37.988055,-121.298504,,,,,,0
3146,3146,Lincoln St & Washington St Fs/Nb,,37.949895,-121.297121,,,,,,0
3157,3157,Lincoln St & 4th St Fs/Sb,,37.932424,-121.292285,,,,,,0
3165,3165,San Joaquin St & Oak St Fs/Nb,,37.95931,-121.28876,,,,,,0
3174,3174,Pershing Av & Elm St Ns/Nb,,37.964756,-121.313404,,,,,,0
3175,3175,Country Club Blvd & Grange Av Fs/Wb,,37.968436,-121.319483,,,,,,0
3176,3176,Country Club Blvd & Mission Rd Nswb,,37.967635,-121.322701,,,,,,0
3177,3177,Country Club Blvd & Franklin Av Wb,,37.966191,-121.328499,,,,,,0
3178,3178,Country Club Blvd & Delaware Av Wb,,37.965595,-121.33089,,,,,,0
3179,3179,Country Club Blvd & Plymouth Rd Wb,,37.964718,-121.334518,,,,,,0
3180,3180,Oregon Ave & Michigan Av Fs/Sb,,37.96508,-121.344279,,,,,,0
3181,3181,Michigan Av & Ryde Fs Wb,N RYDE AV & RYDE AV,37.96597,-121.34239,,,,,,0
3182,3182,Country Club Blvd & Oregon Av Fs/Eb,,37.962584,-121.342413,,,,,,0
3183,3183,Alpine & Mission Rd Fs/Eb,,37.97337,-121.32536,,,,,,0
3184,3184,Alpine & Grange Av Fs/Eb,,37.974361,-121.321594,,,,,,0
3185,3185,Alpine & Pershing Av Ns/Eb,,37.975124,-121.318528,,,,,,0
3186,3186,Pershing Av & Brookside Rd Fs/Nb,,37.982239,-121.318946,,,,,,0
3187,3187,Rosemarie Ln & Pershing Av Fs/Wb,,37.986548,-121.321234,,,,,,0
3188,3188,Rosemarie Ln & Angelico Cir Fs/Wb,,37.984153,-121.330781,,,,,,0
3189,3189,Rosemarie Ln & Piccardo Cir Fs/Wb,,37.983739,-121.332445,,,,,,0
3195,3195,March Ln & Pershing Av Fs/Eb,,37.989016,-121.321429,,,,,,0
3199,3199,March Ln & Pacific Av Fs/Wb,,37.991079,-121.314048,,,,,,0
3200,3200,March Ln & Precissi Ln Ns/Wb,,37.990726,-121.315471,,,,,,0
3201,3201,March Ln & Pershing Av Fs/Wb,,37.989008,-121.322482,,,,,,0
3202,3202,March Ln & Venetian Dr Fs/Wb,,37.98807,-121.326308,,,,,,0
3203,3203,March Ln & Grouse Run Dr Fs/Wb,,37.98724,-121.32968,,,,,,0
3204,3204,March Ln & Quail Lakes Plaza Ns/Wb,,37.98582,-121.335078,,,,,,0
7049,7049,Davinci Dr & March Ln Fs Sb,,37.983932,-121.339878,,,,,,0
3205,3205,Rosemarie Ln & Lorenzo Ln Ns/Eb,,37.982221,-121.337588,,,,,,0
3206,3206,Rosemarie Ln & Venezia Blvd Ns/Eb,,37.983509,-121.334402,,,,,,0
3207,3207,Rosemarie Ln & Angelico Cir Ns/Eb,,37.984029,-121.330854,,,,,,0
3208,3208,Pershing Av & Rose Marie Ln Fs/Sb,,37.98597,-121.32067,,,,,,0
3209,3209,Pershing Av & Brookside Rd Fs/Sb,,37.981723,-121.318968,,,,,,0
3210,3210,Alpine & Pershing Av Fs/Wb,,37.975265,-121.318512,,,,,,0
3211,3211,Alpine & Grange Av Fs/Wb,,37.974307,-121.322369,,,,,,0
3212,3212,Alpine & Mission Rd Ns/Wb,,37.97354,-121.32544,,,,,,0
7052,7052,Alpine & Franklin Av Ns Wb,,37.972084,-121.331357,,,,,,0
7044,7044,Country Club Blvd & Fontana Arr Eb,COUNTRY CLUB BLVD & FONTANA AVE,37.963883,-121.337108,,,,,,0
3213,3213,Country Club Blvd & Plymouth Rd Eb,,37.964501,-121.334667,,,,,,0
3214,3214,Country Club Blvd & Clipper Ln Fseb,W COUNTRY CLUB BL & CLIPPER LN,37.965506,-121.330964,,,,,,0
3215,3215,Country Club Blvd & Carlton Av Fseb,COUNTRY CLUB BLVD & CARLTON AVE,37.966169,-121.327944,,,,,,0
3216,3216,Country Club Blvd & Mission Rd Nseb,,37.967168,-121.323974,,,,,,0
3217,3217,Country Club Blvd & Grange Av Fseb,,37.968489,-121.318673,,,,,,0
3218,3218,Pershing Av & Elm St Ns/Sb,,37.964943,-121.313655,,,,,,0
3229,3229,San Joaquin St & Lindsay St Ns/Sb,,37.957327,-121.288431,,,,,,0
7032,7032,San Joaquin St & Taylor St Ns Sb,,37.945745,-121.28528,,,,,,0
3233,3233,Fremont St & Harrison St Fs/Wb,,37.95622,-121.30044,,,,,,0
3234,3234,Fremont St & Baker St Fs/Wb,,37.9557,-121.30305,,,,,,0
3235,3235,Fremont St & Yosemite St Ns/Wb,,37.955366,-121.305337,,,,,,0
3236,3236,Fremont St & Argonaut St Ns/Wb,,37.954922,-121.307952,,,,,,0
3237,3237,Picardy Dr & Pershing Av Fs/Wb,,37.9593,-121.31236,,,,,,0
3238,3238,Picardy Dr & Argonne Dr Ns/Wb,,37.95901,-121.316667,,,,,,0
3239,3239,Mt Diablo Av & Buena Vista St Ns/Wb,,37.95906,-121.318597,,,,,,0
3240,3240,Mt Diablo Av & San Juan Av Fs/Wb,,37.95848,-121.32205,,,,,,0
3241,3241,Mt Diablo Av & Carlton Av Fs/Wb,,37.95786,-121.32564,,,,,,0
3242,3242,Mt Diablo Av & I-5 Mb/Wb,,37.957193,-121.329418,,,,,,0
3243,3243,Mt Diablo Av & Kingsley Av Ns/Wb,,37.955884,-121.337009,,,,,,0
3244,3244,Occidental Av & Mt Diablo Av Fs/Nb,,37.955786,-121.339779,,,,,,0
3245,3245,Occidental Av & Toyon Dr Ns/Nb,,37.958234,-121.340427,,,,,,0
3190,3190,Rosemarie Ln & Venezia Blvd Fs/Wb,,37.98356,-121.33467,,,,,,0
3191,3191,Rosemarie Ln & Lorenzo Ln Ns/Wb,,37.982542,-121.336826,,,,,,0
3247,3247,Mt Diablo Av & Wilshire Av Ns/Eb,,37.95738,-121.327916,,,,,,0
3248,3248,Mt Diablo Av & Carlton Av Ns/Eb,,37.95777,-121.32552,,,,,,0
3250,3250,Mt Diablo Av & San Juan Av Ns/Eb,,37.95838,-121.32192,,,,,,0
3251,3251,Mt Diablo Av & Buena Vista Av Nseb,,37.958882,-121.319027,,,,,,0
3252,3252,Picardy Dr & Acacia St Ns/Eb,,37.958731,-121.31636,,,,,,0
3253,3253,Picardy Dr & Pershing Av Ns/Eb,,37.95916,-121.31246,,,,,,0
3254,3254,Fremont St & Argonaut St Ns/Eb,,37.954779,-121.308252,,,,,,0
3255,3255,Fremont St & Yosemite St Ns/Eb,,37.955213,-121.305681,,,,,,0
3256,3256,Fremont St & Baker St Ns/Eb,,37.95569,-121.30273,,,,,,0
3257,3257,Fremont St & Harrison St Ns/Eb,,37.95604,-121.30068,,,,,,0
3258,3258,Fremont St & Commerce St Ns/Wb,,37.957423,-121.293487,,,,,,0
3259,3259,Center St & Weber Point Mb/Sb,,37.955962,-121.292163,,,,,,0
3261,3261,Pacific Av & Knoles Wy Fs/Nb,,37.981072,-121.307538,,,,,,0
7068,7068,Pacific Av & Yokuts Av Arrive Sb,,37.99687,-121.315041,,,,,,0
3262,3262,Pacific Av & Knoles Wy Fs/Sb,,37.980336,-121.307178,,,,,,0
3264,3264,Quail Lakes Dr & March Ln Fs/Nb,,37.985253,-121.33978,,,,,,0
3265,3265,Quail Lakes Dr & Mallard Creek Ns/Nb,QUAIL LAKES & MALLARD CREEK NS/NB,37.988584,-121.340187,,,,,,0
3266,3266,Quail Lakes Dr & Round Valley Ns/Nb,QUAIL LAKES  & ROUND VALLEY NS/NB,37.989973,-121.340676,,,,,,0
3267,3267,Quail Lakes Dr & Grizzly Hollow Fs/Nb,QUAIL LAKES & GRIZZLY HOLLOW FS/NB,37.994181,-121.342035,,,,,,0
3268,3268,Quail Lakes Dr & Pheasant Run Fs/Nb,QUAIL LAKES & PHEASANT RUN FS/NB,37.995429,-121.338655,,,,,,0
3269,3269,Quail Lakes Dr & Grouse Run Ns/Nb,QUAIL LAKES & GROUSE RUN NS/NB,37.995476,-121.335607,,,,,,0
3270,3270,Quail Lakes Dr & Passero Ns/Nb,QUAIL LAKES & PASSERO NS/NB,37.99745,-121.33207,,,,,,0
3271,3271,Quail Lakes Dr & Tree Swallow Fs/Nb,QUAIL LAKES & TREE SWALLOW FS/NB,37.997364,-121.328587,,,,,,0
3272,3272,Quail Lakes Dr & Pershing Ns/Nb,QUAIL LAKESR & PERSHING NS/NB,37.997892,-121.325696,,,,,,0
3274,3274,Robinhood Dr & Stratford East Fs/Eb,,37.99971,-121.31972,,,,,,0
3275,3275,Pacific Av & Robinhood Dr Fs/Sb,,38.00024,-121.31643,,,,,,0
3277,3277,Robinhood Dr & Stratford East Ns/Wb,,37.9999,-121.31995,,,,,,0
3278,3278,Robinhood Dr & Stratford West Ns/Wb,,37.999223,-121.322206,,,,,,0
7074,7074,Robinhood Dr & Pershing Av Ns Wb,,37.998247,-121.325078,,,,,,0
3279,3279,Quail Lakes Dr & Silver Creek Fs/Sb,,37.997537,-121.328169,,,,,,0
3280,3280,Quail Lakes Dr & Passero Wy Fs/Sb,,37.99715,-121.33243,,,,,,0
3281,3281,Quail Lakes Dr & Grouse Run Dr Nssb,,37.995704,-121.33523,,,,,,0
3282,3282,Quail Lakes Dr & Meadow Lake Fs/Sb,,37.99524,-121.340409,,,,,,0
3283,3283,Quail Lakes Dr & Grizzy Hollow Nssb,,37.993523,-121.342556,,,,,,0
3284,3284,Quail Lakes Dr & Round Valley Ns/Sb,,37.989869,-121.340887,,,,,,0
3285,3285,Quail Lakes Dr @ Shopping Ctr Sb,,37.986749,-121.340257,,,,,,0
3286,3286,March Ln @ I-5 76 Gas Station Mb/Wb,,37.98457,-121.345403,,,,,,0
3287,3287,March Ln & Deer Park Dr Ns/Wb,,37.984305,-121.350444,,,,,,0
3298,3298,Pershing Av & Swain Rd Ns/Sb,,38.002648,-121.327262,,,,,,0
3297,3297,Pershing Av & Douglas Rd Fs/Sb,,38.005221,-121.32836,,,,,,0
3299,3299,Pershing Av & Longview Av Ns/Sb,,38.001087,-121.326608,,,,,,0
3291,3291,Driftwood Pl & Brookside Rd Fs/Eb,,37.989524,-121.353507,,,,,,0
3292,3292,Driftwood Pl & Bike Trail Mb/Eb,,37.989655,-121.349341,,,,,,0
7085,7085,Holman Rd & Windflower Fs Nb,,38.010552,-121.273001,,,,,,0
3323,3323,Hammertown & Montauban Av Fs/Wb,,38.016643,-121.289338,,,,,,0
3355,3355,Fremont St & Eastland Plaza Mb/Eb,,37.961131,-121.269721,,,,,,0
3356,3356,Fremont St & E St Fs/Eb,,37.963801,-121.260248,,,,,,0
3357,3357,Fremont St & Filbert St Fs/Eb,,37.96552,-121.255956,,,,,,0
7098,7098,Filbert St & Poplar St Fs Nb,,37.969207,-121.257783,,,,,,0
3371,3371,Waterloo Rd & Filbert St Fs/Wb,,37.976792,-121.262215,,,,,,0
7096,7096,Wilson Wy & Lindsay St Fs Sb,,37.959662,-121.27268,,,,,,0
3363,3363,Sanguinetti Ln & Wilson Wy Ns/Sb,,37.983793,-121.27158,,,,,,0
3364,3364,Funston Av & Jersey Av Fs/Sb,,37.981508,-121.270889,,,,,,0
3389,3389,Fremont St & E St Fs/Wb,,37.963801,-121.260294,,,,,,0
3385,3385,Mlk Blvd & San Joaquin St Fs/Wb,,37.939539,-121.283279,,,,,,0
3391,3391,Fremont St & Golden Gate Av Fs/Eb,,37.967882,-121.25046,,,,,,0
3451,3451,Herndon Pl & Blue Ridge  Fs/Sb,,38.006604,-121.356709,,,,,,0
7115,7115,El Dorado & Hammer Ln Fs Nb,,38.021612,-121.315092,,,,,,0
3522,3522,Wigwam Dr & Cherokee Rd Fs/Sb,,37.986478,-121.257235,,,,,,0
7016,7016,Mt Diablo Av & Ryde Av Fs Eb,,37.956521,-121.332988,,,,,,0
7021,7021,Mall Transfer Arr (South),W YOKUTS AV,37.997012,-121.313053,,,,,,0
3633,3633,Cordova Ln & Kermit Ln Ns Eb,,38.01616,-121.30388,,,,,,0
3639,3639,Holiday Dr & Yorkshire Dr Fs Sb,,38.002408,-121.298227,,,,,,0
3644,3644,Pock Ln & 8th St Fs Sb,,37.935492,-121.247489,,,,,,0
3648,3648,B & 8th St Fs Nb,,37.934462,-121.255572,,,,,,0
3656,3656,Stanislaus & Miner Av Fs Sb,,37.95649,-121.28278,,,,,,0
3660,3660,Pershing Av & Vine St Ns Nb,,37.961607,-121.31257,,,,,,0
7144,7144,Wilson Wy & Jackson St Fs Sb,,37.94342,-121.26831,,,,,,0
3678,3678,Pock Ln & 11th St Fs Nb,,37.932495,-121.246179,,,,,,0
7146,7146,8th St & Nightingale Av Fs Eb,,37.936895,-121.244094,,,,,,0
3624,3624,Holiday Dr & Holiday Ct Fs Nb,,38.003112,-121.298572,,,,,,0
7150,7150,Main & Filbert St Fs Eb,MAIN ST & FILBERT ST,37.954761,-121.251505,,,,,,0
3711,3711,Cardinal Av & Ardelle Av Ns Sb,CARDINAL AVE & ARDELLE AVE,37.962139,-121.22102,,,,,,0
7155,7155,Dtc Weber Av Depart,,37.954641,-121.285414,,,,,,0
7154,7154,Fremont St & Eastland Plaza Mb Wb,,37.961232,-121.270463,,,,,,0
3728,3728,Hammer Ln & Kelley Dr Fs Eb,,38.021211,-121.355701,,,,,,0
3730,3730,Hammer Ln & Kelley Dr Fs Wb,,38.021459,-121.35655,,,,,,0
3729,3729,Hammer Ln & Richland Wy Eb/Fs,,38.021181,-121.351046,,,,,,0
3737,3737,Don Av & Portola Av Fs Nb,,38.027014,-121.345441,,,,,,0
3740,3740,A.G. Spanos Blvd & Thornton Rd Fs W,,38.054945,-121.35162,,,,,,0
3741,3741,A.G. Spanos Blvd & Stoney Gorge Dr Ns Nb,,38.05386,-121.35765,,,,,,0
3742,3742,A.G. Spanos Blvd & Banyon Dr Fs Sb,,38.051013,-121.358943,,,,,,0
3743,3743,Iron Canyon Dr & Freshwater Pl Fs W,,38.049259,-121.365268,,,,,,0
7177,7177,Scott Creek & Ridgeview Cir Fs Wb,,38.0561,-121.382449,,,,,,0
3744,3744,Scott Creek & Trinity Pkwy Fs Wb,,38.053931,-121.375911,,,,,,0
3745,3745,Mokelumne Cir & Hennessey Dr Fs Sb,,38.053143,-121.38323,,,,,,0
3746,3746,Mokelumne Cir & Melones Wy Fs Sb,,38.050083,-121.385676,,,,,,0
3747,3747,Mokelumne Cir & Havencrest Ct Fs Sb,,38.047785,-121.37957,,,,,,0
3748,3748,Mokelumne Cir & Pasadena Fs Sb,,38.047486,-121.380001,,,,,,0
7178,7178,Cosumnes Dr & Trinity Pkwy Ns Eb,,38.048265,-121.373447,,,,,,0
3749,3749,Iron Canyon Dr & Freshwater Pl,,38.049227,-121.36488,,,,,,0
3750,3750,A.G. Spanos Blvd & Banyon Dr Fs Sb,,38.05104,-121.35892,,,,,,0
3751,3751,A.G. Spanos Blvd & Stoney Gorge Dr Fs Sb,,38.05397,-121.357,,,,,,0
3752,3752,A.G. Spanos Blvd & Siskiyou  Ln Fs Sb,,38.054577,-121.353875,,,,,,0
7326,7326,Thornton Rd & Whistler Wy Fs Sb,,38.048907,-121.351094,,,,,,0
3784,3784,Don Av & Wagner Heights Rd Fs Sb,,38.033632,-121.345948,,,,,,0
3785,3785,Don Av & Waudman Av Fs Sb,,38.029386,-121.345625,,,,,,0
3786,3786,Don Av & Marseille Wy Fs Sb,,38.026343,-121.345576,,,,,,0
7186,7186,Pershing Av & Ben Holt Dr Ns Sb,,38.008685,-121.329414,,,,,,0
7193,7193,Commerce & Steamboat Landing Mb Sb,COMMERCE  ST & STEAMBOAT LANDING,37.952277,-121.292423,,,,,,0
3808,3808,Lathrop Rd & Cambridge Dr Ns Eb,,37.826263,-121.28576,,,,,,0
3829,3829,Michigan Av & Kirk Ns Wb,,37.965846,-121.342593,,,,,,0
3835,3835,Old Hospital Cir & North Loop Rd,,37.887199,-121.282439,,,,,,0
3859,3859,Lincoln St & Sonora St Fs Nb,,37.947597,-121.296473,,,,,,0
3913,3913,Thornton Rd & Wagner Heights Rd Nb,,38.035826,-121.339268,,,,,,0
7249,7249,Togninali Ln & 99 Frontage Fs Wb,,37.918237,-121.229262,,,,,,0
3961,3961,Holman Rd & Snow Creek,,38.035096,-121.269517,,,,,,0
3971,3971,East St & Carlton Fs Sb,,37.745886,-121.42122,,,,,,0
7258,7258,Dtc C&s Dpt Mb Eb,,37.955371,-121.285804,,,,,,0
7301,7301,Robinhood Dr & Pacific Arr Fs Eb,ROBINHOOD & PACIFIC ARR FS EB,38.000919,-121.314537,,,,,,0
7304,7304,Myrtle St & Oro Ave Fs Wb,,37.965746,-121.238898,,,,,,0
4001,4001,Hammer Ln & Alexandria Pl Fs Eb,,38.020982,-121.335385,,,,,,0
4002,4002,Hammer Ln & Amber Wy Fs Eb,,38.020954,-121.331615,,,,,,0
4003,4003,Hammer Ln & El Dorado St Fs Eb,,38.020994,-121.315154,,,,,,0
4004,4004,Hammer Ln & Lan Ark Dr Fs Eb,,38.020784,-121.309208,,,,,,0
4005,4005,Hammer Ln & Tam O Shanter Fs Eb,,38.020794,-121.300115,,,,,,0
3978,3978,Hammer Ln & El Dorado St Fs Wb,,38.021071,-121.315605,,,,,,0
3979,3979,Hammer Ln & Misty Ln Fs Wb,,38.02112,-121.332121,,,,,,0
7526,7526,Holman Rd & Windflower Fs Sb,,38.009754,-121.273207,,,,,,0
7263,7263,El Dorado & Iris Ave Fs Sb,,38.022183,-121.315532,,,,,,0
7708,7708,Carolyn Weston & Manthey Fs Wb,,37.912259,-121.294702,,,,,,0
7019,7019,West Lane & Stadium Fs Nb,,37.98582,-121.284361,,,,,,0
7175,7175,Thornton Rd & Whistler Fs Nb,,38.049576,-121.35087,,,,,,0
7784,7784,Mlk Blvd & French Camp Trpk Fseb,,37.938135,-121.289547,,,,,,0
4008,4008,Oro & Guernsey Ave Ns Nb,ORO AVE & GUERNSEY AVE,37.952242,-121.233461,,,,,,0
7766,7766,11th St & D St Ns Wb,,37.931347,-121.249937,,,,,,0
7769,7769,10th St & Anne St Fs Wb,,37.930088,-121.261914,,,,,,0
7765,7765,11th St & D St Fs Eb,,37.931278,-121.249778,,,,,,0
7780,7780,Alpine & Sanguinetti Ln Fs Wb,,37.986739,-121.273324,,,,,,0
7776,7776,Montauban Ave & March Ln Fs Nb,,38.004048,-121.284846,,,,,,0
4020,4020,Montauban Ave & Swain Rd Fs Nb,,38.012948,-121.289956,,,,,,0
7778,7778,Montauban Ave & Hammertown Dr Fs Nb,,38.016844,-121.288878,,,,,,0
7779,7779,Montauban Ave & Hammertown Dr Fs Sb,,38.016219,-121.289069,,,,,,0
4022,4022,Lorraine Ave & Amaretto Ns Sb,,38.013145,-121.28501,,,,,,0
7777,7777,Bianchi Rd & March Ln Fs Sb,,38.002417,-121.284357,,,,,,0
4023,4023,Alpine & El Pinal Dr Fs Eb,,37.986163,-121.274676,,,,,,0
7787,7787,Cherokee Rd & Myran Av Ns Sb,CHEROKEE RD & MYRAN AVE,37.983628,-121.260411,,,,,,0
7789,7789,Rosemarie Ln & Mcgaw St Fs Eb,,37.984785,-121.32797,,,,,,0
7767,7767,99 Frontage & Marfargoa Rd Ns Nb,,37.91453,-121.226428,,,,,,0
7791,7791,Meadow Ave & Hammer Ln Fs Sb,,38.020765,-121.345501,,,,,,0
4045,4045,Don Av & Santiago Ave Fs Sb,DON AVE & SANTIAGO AVE FS SB,38.023094,-121.345585,,,,,,0
4046,4046,Farm & Gertrude Franklin Hs,FARM RD & GERTRUDE AVE,37.969065,-121.238782,,,,,,0
7792,7792,Farm & Gertrude Mb Eb,,37.968986,-121.238824,,,,,,0
4047,4047,Hammer Ln & Montauban Fs Eb,,38.02078,-121.289212,,,,,,0
4050,4050,Hammer Ln & Montauban Fs Wb,,38.021086,-121.290342,,,,,,0
4048,4048,Hammer Ln & Alexandria Fs Wb,,38.021289,-121.336544,,,,,,0
3982,3982,Park St & Center St Fs Wb,,37.959464,-121.293247,,,,,,0
4009,4009,Oro & Guersey Ave Fs Sb,,37.952335,-121.233569,,,,,,0
7794,7794,Morada Ln & Diamond Bar Mb Eb,,38.03697,-121.2617,,,,,,0
3983,3983,Inspiration Dr & Vernaccia Ln Fs Wb,,38.030863,-121.261447,,,,,,0
3984,3984,Inspiration Dr & Maranatha Dr Fs Wb,,38.03111,-121.264788,,,,,,0
3985,3985,Inspiration Dr & Rieti Ln Fs Wb,,38.031538,-121.267605,,,,,,0
7795,7795,Holman Rd & Inspiration Dr Fs Sb,,38.031154,-121.269856,,,,,,0
7796,7796,Holman Rd & Inspiration Dr Fs Nb,,38.031888,-121.269454,,,,,,0
3987,3987,March Ln & Weber Ranch Pkwy Fs Eb,,38.002716,-121.287511,,,,,,0
4055,4055,Holman Rd & Bryant Fs Nb,,38.027528,-121.269428,,,,,,0
3986,3986,March Ln & Weber Ranch Pkwy Fs Wb,,38.002709,-121.288769,,,,,,0
4056,4056,Knickerbocker & Tamoshanter Fs Eb,,38.022529,-121.300011,,,,,,0
7339,7339,Hammertown @ Kaiser Eb,,38.016552,-121.296345,,,,,,0
4060,4060,Harlan Rd & Louise Av Fs Nb,HARLAN RD & LOUSIE AVE,37.812461,-121.291437,,,,,,0
4061,4061,Harlan Rd & Louise Av Ns Sb,,37.812344,-121.291654,,,,,,0
4062,4062,Grant Line & Macarthur Fs Wb,,37.754321,-121.415191,,,,,,0
7803,7803,Harlan Rd & Lathrop Rd Fs Nb,,37.827101,-121.286724,,,,,,0
3990,3990,West Lane & Hammer Lane Fs Sb,,38.020326,-121.295031,,,,,,0
7807,7807,March Ln & Fred Russo Fs Eb,,38.005477,-121.275948,,,,,,0
7808,7808,March Ln & Fred Russo Fs Wb,,38.005634,-121.27665,,,,,,0
7810,7810,Main & Northgate Ns Nb,,37.81707,-121.21711,,,,,,0
7811,7811,Main & Northgate Fs Sb,,37.8181,-121.21745,,,,,,0
7814,7814,Davis Rd & Waterbury Dr Fs Sb,,38.054531,-121.333179,,,,,,0
7813,7813,Davis Rd & St. Moritz Cir Fs Nb,,38.055209,-121.333067,,,,,,0
4078,4078,O'DELL Ave & Downing Mb Nb,,37.91444,-121.281907,,,,,,0
4077,4077,O'DELL Ave & Downing Ave Fs Sb,,37.913661,-121.281674,,,,,,0
4079,4079,O'DELL Ave & Wait Ave Fs Sb,,37.911242,-121.280699,,,,,,0
4081,4081,Davis Rd & Whistler Wy Fs Sb,,38.047812,-121.332523,,,,,,0
4082,4082,Davis Rd & Theresa Cir Ns Nb,,38.037855,-121.331769,,,,,,0
4083,4083,Davis Rd & Chaparral Wy Fs Nb,,38.040929,-121.331805,,,,,,0
4084,4084,Davis Rd & Whistler Wy Fs Nb,,38.048417,-121.332384,,,,,,0
4085,4085,Brookside Rd & March Ln Fs Nb,,37.985435,-121.35497,,,,,,0
4086,4086,Rosemarie Ln & Crown Ave Ns Eb,,37.986122,-121.32249,,,,,,0
4091,4091,Louise Ave & Cambridge Dr Fs Eb,,37.811697,-121.283219,,,,,,0
4090,4090,Louise Ave & Cambridge Dr Fs Wb,,37.811889,-121.283975,,,,,,0
7823,7823,Pacific Av & Yokuts Dep Nb Mb,,37.99769,-121.315085,,,,,,0
7826,7826,Mt Diablo Av & Pixie Woods (1 Sch),MT DIABLO AVE & PIXIE WOODS,37.954906,-121.342598,,,,,,0
4102,4102,Harding Wy & Golden Gate Ave Ns Eb,,37.974853,-121.255121,,,,,,0
4105,4105,San Joaquin St & Park St Fs Sb,,37.959707,-121.289066,,,,,,0
4109,4109,Magnolia St & Aurora St,,37.965216,-121.283444,,,,,,0
7847,7847,Mall Transfer Metro Hopper Dep,,37.996945,-121.31255,,,,,,0
4118,4118,Los Molinas & Goya Ns Sb,,38.018571,-121.307185,,,,,,0
7848,7848,Sutter Gould Medical Center,SUTTER GOULD MED CTR,38.021797,-121.346268,,,,,,0
7850,7850,Tracy Multi-Modal Center,,37.734331,-121.424698,,,,,,0
7851,7851,East St & Tenth Street Ns Sb,,37.73833,-121.42124,,,,,,0
7901,7901,Airport Wy & 8th St Arr Fs Nb,,37.932009,-121.266953,,,,,,0
7903,7903,Aurora St & Weber Ave Ns Sb,,37.956339,-121.279871,,,,,,0
7904,7904,Aurora St & Channel St Fs Nb,,37.956825,-121.279945,,,,,,0
7905,7905,Airport Wy & Sonora St Fs Sb,,37.951198,-121.273133,,,,,,0
7906,7906,Airport Wy & Sonora St Fs Nb,,37.951624,-121.273079,,,,,,0
7911,7911,B & 9th St Fs Sb,,37.932634,-121.254956,,,,,,0
4145,4145,Pacific Av & Walnut St Fs Nb,,37.968376,-121.298578,,,,,,0
4146,4146,Pacific Av & Walnut St Fs Sb,,37.968752,-121.298894,,,,,,0
4142,4142,B & Gerald Fs Sb,,37.927523,-121.252836,,,,,,0
4143,4143,B & Ralph Ave Ns Sb,,37.92324,-121.2512,,,,,,0
4157,4157,Lever Blvd & Hawaii St Fs Wb,,37.923259,-121.300775,,,,,,0
4158,4158,Lever Blvd & Donati Cir Fs Wb,,37.923411,-121.308108,,,,,,0
4161,4161,Hickock Dr & Pawnee Wy Fs Sb,,38.037976,-121.33612,,,,,,0
4160,4160,Hickock Dr & Chaparral Wy Fs Sb,,38.041029,-121.334018,,,,,,0
4164,4164,Ponce De Leon & Santa Maria Fs Eb,,38.030057,-121.321591,,,,,,0
4165,4165,Ponce De Leon & Santa Paula Fs Eb,,38.030069,-121.319727,,,,,,0
4171,4171,Davis Rd & Goldenoak Wy Fs Sb,,38.031462,-121.33189,,,,,,0
7916,7916,8th St & Pajaro Wy Fs Eb,,37.926635,-121.310008,,,,,,0
4068,4068,Main & Shasta Ave Fs Eb,,37.954544,-121.247541,,,,,,0
4067,4067,Main & David Ave Fs Wb,,37.954688,-121.247206,,,,,,0
4129,4129,March Ln & Feather River Fs Eb,,37.984163,-121.347178,,,,,,0
7923,7923,Mcgaw St & Rose Marie Fs Nb,,37.985021,-121.32836,,,,,,0
4179,4179,Downing & Mourfield Ns Wb,DOWNING AVE & MOURFIELD AVE,37.913826,-121.284599,,,,,,0
4183,4183,Dry Creek Wy & Diablo Creek Ns Nb,,37.925145,-121.308985,,,,,,0
4185,4185,Bianchi Rd & Ebbet Pl Fs Wb,,37.990858,-121.306351,,,,,,0
